"","road_pre_all","road_pre_all","road_pre_all","road_pre_all"
"1",38.6580353515892,39.7571824930135,42.4300695817218,46.0409959866957
"2",40.6803053082715,39.9913514544143,43.9342537831025,48.9532760866529
"3",41.8528020677417,41.7354867566608,45.6077244318515,50.866915955372
"4",43.3894219881164,42.6488446402082,46.7154502625081,51.6984906062732
"5",43.5126190203217,43.0541663381061,47.0717966450646,52.146457281441
"6",44.2099325600634,41.9077955480107,47.9050390284215,51.1376827115225
"7",44.1321624346533,40.3819033058393,48.0483421831429,49.9509841316272
"8",43.802403512884,39.4651840146258,45.7400527523721,48.5587972296827
"9",37.1069454696126,36.7412114490161,24.6451620119419,38.9459376622094
"10",33.3005279217478,33.9307143324681,30.419366791969,40.8208575490877
"11",34.8880524855144,34.9992132941377,16.9884020768489,34.190494820771
"12",35.4026903909118,34.3050194613187,19.7044185878261,37.5903695616837
"13",34.8634494506134,33.8123186556557,27.7257043080834,37.3812670132741
"14",37.432246587748,33.5455825088469,41.3336435952328,40.3084801389034
"15",37.1159137745504,33.3441284347122,41.5039769500333,40.907334145386
"16",34.4987626754766,33.6125350601176,38.7087980451846,35.9363627396017
"17",33.8288468959972,32.436187639927,34.1063059714522,34.727796742946
"18",34.9265660123076,32.0605558636127,38.8724589062929,31.0602795383494
"19",34.2258462755267,33.4370872581893,35.0001766494477,35.2916382275525
"20",33.0393481212123,36.5101722047247,40.7249207542609,11.7849682968063
"21",33.4769965015114,35.0785086929948,39.4670485742131,29.2491836357612
"22",34.7806094042747,34.2956423143267,36.5074466188633,37.4633399619287
"23",35.0410832823148,34.605380205243,38.9934891120839,34.9933761324885
"24",36.542040628231,35.7925156861785,40.6578165650205,40.7574356581505
"25",38.5952860784354,38.45270490394,41.8982057058934,45.4811404309778
"26",40.6051528962538,39.7259503809268,44.7608740820415,48.7400757302666
"27",42.2586253512229,42.113048709608,45.6254873018597,50.5203936479354
"28",43.6590472363608,42.8392021465851,47.1217110331812,51.4894564696579
"29",42.841405334543,43.3084800539445,47.1154641783863,51.9720178349593
"30",44.0786045226134,43.5584725096818,48.0546519529338,51.4305795956117
"31",43.6599051015395,39.9096864890108,48.6473760178524,50.0792417292684
"32",44.6985799056895,40.1153335462083,45.8359472464329,48.626265429094
"33",36.8828033794961,36.3777093214036,23.4733018236667,38.1245298349788
"34",33.2161547388214,33.86981548919,27.2041801658164,39.3471835742028
"35",35.4525529052765,34.8899401759922,18.1503946343194,34.0783167287777
"36",36.0250913690175,33.6771408455243,18.139763966049,36.9140817041211
"37",34.6825584041606,33.9151279036071,29.169189642571,36.5234096642844
"38",37.329805542037,33.5713215821879,41.2125635783197,40.3179239305366
"39",36.4297734941886,33.6073951103143,40.8620806608027,40.4301204514657
"40",34.5976523709536,33.8401293096408,37.404283518502,36.0967851545679
"41",33.5415632382831,31.2763311025455,33.9481129116495,35.4296211101682
"42",34.238783724506,30.7745633873534,34.8232214390984,31.8789006505338
"43",33.8563417977193,32.0877812001781,35.5279500652101,35.4737224467722
"44",33.3365828345722,37.0637610195785,39.8033934037869,19.3792927995046
"45",34.5801428290839,35.1227355085243,39.108064397625,31.5565762344074
"46",34.8248024981075,34.561457657564,35.1490656438049,37.1646321464611
"47",35.8696447235266,34.8659782111716,38.3881371370212,36.0451973718933
"48",36.4859807973697,35.9606681603545,40.8868579183732,40.8072354481097
"49",39.0984889721895,39.5003127459158,40.5481365709512,44.6818822875977
"50",40.4909897167101,39.9662225895821,43.4963527530339,48.3945220044054
"51",42.2613430819472,41.9596152927914,44.7443274376756,50.16087887443
"52",43.479475094794,42.5761440107779,46.87605954498,51.3630498433145
"53",42.8027912716671,43.0779764486107,46.8939425325837,51.6965891185829
"54",43.9349663097125,43.2687872592235,47.8419298975801,51.2318373323078
"55",43.7365943578876,40.2811389675991,48.0190844647222,50.5590194651811
"56",45.2900282144662,39.3398334950133,47.0866245219124,49.0012486770247
"57",38.8203883912074,36.8613672412572,32.0909079746265,40.5193022768766
"58",35.3570844020718,35.3692438760487,37.2929143550801,38.836184214431
"59",36.1023851979531,34.7633137271784,18.4819130562855,33.2422116470439
"60",35.4618523030716,33.6288371985729,17.5852024525299,34.6930359026414
"61",34.8009638901809,34.47851662465,26.9097964097293,34.5822352203998
"62",36.5856916759828,34.7539821230289,37.3190815801126,39.3767529977831
"63",36.1232375125505,33.7633172749192,39.3688635259229,38.5375089278818
"64",34.465057075313,35.0232843128051,36.7024583910292,36.0789423953398
"65",33.6243872476311,31.4129490404193,31.5334445265237,37.4455344945994
"66",33.7872027544634,29.0733854059391,34.5480273279999,34.0344246989509
"67",34.173520916758,31.0566638007984,39.3901754621679,36.2220062402324
"68",33.7500024546966,37.2205980353917,39.1317722049182,33.1651275899538
"69",35.0412806507189,35.4699124012895,39.244330048872,36.4459606832208
"70",35.1857633657021,34.3599866752989,36.534276538204,35.968672504265
"71",35.9043940942922,35.0447228132164,37.432895031932,37.4534084668871
"72",36.2751253716007,35.7536523298791,39.8987866605015,39.6275356447232
"73",38.7459580564786,38.8467142378267,43.1690902309112,47.3777277607934
"74",40.2480957433028,40.2292744074282,45.3742536463981,44.3588434657332
"75",41.7349929313021,41.0434036360787,45.7974374992116,46.7778656222598
"76",42.429265682479,42.6739922905517,47.1073924257358,47.7521240657678
"77",43.2162965093404,43.7811469079707,47.1884716439546,49.1976334778615
"78",44.266903711453,43.8599379868843,49.6291069457222,49.7642591193816
"79",44.2875135164899,40.2150666814932,48.1941732295668,48.7534089457836
"80",45.7706145351051,39.0242196165547,47.921381057555,49.8921572739898
"81",41.9957149984685,36.7915778524742,36.6851750440158,45.0489509332528
"82",39.0308631023521,35.5105996458743,39.7314316835955,41.4942287462145
"83",37.3358245835349,34.7300630210948,25.1605533058335,35.1560382383138
"84",35.3122738048588,34.1688989009779,19.0914842538186,36.1197775644731
"85",35.2749838970687,34.7278756868725,27.7434227429089,38.0820907307172
"86",36.6238582202542,34.1381782300545,33.7492014782946,40.5236629848718
"87",36.6385735720641,34.0969444543093,40.0173101815681,39.1665780791585
"88",35.4611539552281,34.298718238174,30.3772776918192,34.0559886802599
"89",34.3528818451746,31.4026769901863,25.3237971680798,35.2238085423386
"90",34.7319752399459,35.1002197444971,28.0894112123034,32.8229616305032
"91",34.8635714703693,37.1199918075028,29.9951116479555,36.1782290075536
"92",34.3510117386335,36.2009355300016,29.5302388825115,35.0194459377103
"93",35.1358873291742,35.0462854946254,36.1802768152971,37.7027942828216
"94",35.2228333572237,34.0236495521031,36.3177020120222,31.6567189346707
"95",35.4862458132108,34.9414478874826,33.5160310435447,22.4850420349325
"96",36.6261377959957,35.7793955657474,40.7823994343573,37.3756521915683
"97",38.5975981801713,38.8459528554242,41.3667828922392,44.0496222831491
"98",40.0824402345456,40.5823092949086,42.1243177863671,47.5854080125112
"99",41.7086221616872,41.4193937277018,44.2658942381032,50.0743802103804
"100",42.3904871456572,42.493624475883,46.1468063601485,51.39510271668
"101",43.7614257059617,43.6898976619358,47.5900099262231,51.3305855162575
"102",44.3585479307929,43.7842291749655,46.8383194155687,50.4777014728005
"103",44.4401349841509,40.0363787788493,47.7857149442385,50.4404990901211
"104",45.0724996637065,39.3109137121457,44.7536256010175,49.0175997568441
"105",40.5469142443193,37.0940571836228,19.1013627415162,36.2693760730344
"106",37.2500335024848,35.3433292952025,16.3911652947274,38.1484632970415
"107",36.5557291078455,35.3059300048833,8.37306608047363,34.7615604850255
"108",35.4751663634189,33.753337184526,8.98837342402434,34.7034389974256
"109",35.0450819886838,33.9380671615577,9.5722420053322,36.2687535652319
"110",36.6573465737957,33.9366394658055,27.1313572053087,39.6018906660676
"111",36.4882233734157,33.528183036259,38.7249967552575,38.7354535280252
"112",35.5384763500802,33.7745385684932,33.0337878424446,35.8714007260095
"113",34.2273359316159,31.0927540228932,32.4869599823419,37.2358247336959
"114",32.265409069111,34.9955790417428,33.6816845905412,35.750942867186
"115",35.4302340966043,36.8264160211935,41.698638473393,34.3790733847901
"116",34.9101755045081,35.6389022956642,43.3872753338395,35.3230736441434
"117",34.5251323945409,35.336731968606,41.5335484706455,38.6270090057777
"118",35.0103745261358,33.9910878295646,37.8547745734211,35.5164526714795
"119",35.6018761008794,35.110257843835,38.9428958526577,38.4359874743003
"120",36.4717299634462,36.3050453071566,39.5943110577124,39.693174782874
"121",38.7941720885251,38.5504651470989,41.533239924656,44.3375228448658
"122",40.1072791208864,41.0847836230572,44.1950392230381,44.3510804524889
"123",42.0144580506716,41.8317695915566,44.813680315581,47.3060932500812
"124",42.4172972255615,42.7971027228081,46.356872602036,48.4040130631235
"125",43.4879825814794,42.2842469391262,46.9182515526962,48.7237499713539
"126",44.3429427882517,42.4839588989016,43.890626183126,47.7942901619787
"127",43.9146531247593,38.3478997758149,48.0529558862346,48.8869457940944
"128",45.4209072457136,39.8464663708885,47.1881854400842,49.656563545162
"129",38.4698868676434,37.0015594932801,37.1887563800648,42.6299965709693
"130",35.9662054819652,34.2535442103453,33.0087503363295,40.3589758097719
"131",36.7410340897653,35.3754726105785,17.7980252880063,33.9495433339939
"132",36.0120752160397,33.9697124467925,10.8772202602264,37.2409815265082
"133",32.9490450238746,34.3596185310823,18.4320997292743,39.6328366102306
"134",34.219979445568,33.0939773131108,39.0374688373968,40.5588288104674
"135",36.9821867622827,33.4625567269559,39.4733596385791,40.3273714604712
"136",35.941421306354,35.1617544308234,29.1733778727981,34.5519942737159
"137",34.1271984550163,32.6765754500319,24.9134772461894,35.7963886010963
"138",33.7686520545752,35.6192352973229,26.3457122156767,33.7516443542825
"139",34.9624293230573,36.4740877849514,27.9612607946559,35.1486652533427
"140",34.9770765048093,35.4854308193408,27.9351708234728,35.6066892369786
"141",35.4465298943823,35.7568328641795,34.8203807390641,38.596073129359
"142",34.8801100998316,34.7991093193907,27.4033039818853,32.399019321249
"143",35.4260951522712,35.4745925122848,30.270400748703,24.2323196368688
"144",36.4941500780832,36.4255106891485,39.4655269774152,38.3424529672582
"145",38.3972558703971,38.7037997666678,43.1753095788109,45.2446781678166
"146",40.0537711308572,40.4521583205449,42.5643482471713,47.7081592384056
"147",40.7378096707578,41.0190303988461,45.3467405246087,50.0464898585776
"148",42.8394264357999,42.1124517461383,46.9807770658912,50.9838455324661
"149",43.8471210555308,42.5250444819549,48.2502646471595,51.1943083192241
"150",43.5264938066914,41.7180985091455,49.1309440953756,50.290532790583
"151",43.9602142989922,38.6043840121931,48.3517289454721,49.966771989697
"152",44.3254523185892,39.1911931169931,44.7524858960395,48.7639733592309
"153",36.5252875246333,37.3549818739329,15.3622968019465,29.559901717812
"154",31.6437577525668,33.9954868142361,21.6131054188963,31.9670084177608
"155",34.9666369448377,35.3259771811677,14.324698271291,34.4226464945601
"156",35.6828534770396,34.3996529326987,10.6134931876175,37.3398992909363
"157",33.9803210008639,35.2527546541886,11.7940836480722,38.5535127914749
"158",35.0868354995276,32.7346560861778,24.3458686757046,41.3315412646548
"159",36.8215391969381,33.6779755350696,39.9170634875326,40.0085209379356
"160",35.6223507515033,34.8336037565922,26.9899728148994,35.6879862481553
"161",33.1928392637514,33.8665681226323,27.9738168703962,35.0596295847692
"162",31.1693856507188,35.6436976282009,23.8265354324915,35.4329025996049
"163",35.6436748903026,36.3891540469719,23.0683276702878,33.1825718588917
"164",35.2790742920648,35.9281157328867,29.8817899907323,35.3074568777684
"165",34.8229698390154,34.8976978308699,40.769371199018,38.040313404671
"166",34.9387289694831,34.9685514358149,38.1756232161575,35.6147925695735
"167",35.5240920969303,35.5450321495682,31.5682471454792,36.8273628818672
"168",35.9982789664361,36.4718697895177,39.3051976552592,40.3748740390325
"169",38.4868654674777,38.6581448647257,27.4919925841383,44.6170804856025
"170",40.50441531984,41.3936881433763,32.7850635331761,48.1415151384755
"171",41.8805551764226,40.9351069885594,36.5187207585083,50.1342650000535
"172",43.4673799407602,42.624223886422,39.2906278041019,51.0956180702944
"173",43.2692020204581,42.689943908627,42.4836216668437,50.5672010166695
"174",43.9465924444756,41.9520771332557,40.430827411869,48.4837932657341
"175",44.2349856723351,38.8849030774834,45.1479143264103,50.5206959517987
"176",45.4456609112184,39.7406575644398,42.274419647709,48.8033109228316
"177",35.8371511742583,37.3969578900642,18.1930076451321,38.4990998561164
"178",32.4185663440743,33.772418308586,26.478940834945,34.6487058472306
"179",35.8026325287935,34.7890197825055,13.5544145418838,31.3715491850437
"180",35.2864063990796,34.1006649386015,8.93183179683861,36.5198487111667
"181",33.0306196844178,34.569577292542,14.8859038020067,37.9339718266927
"182",33.3770768163039,33.8635670959198,35.622251845678,39.5351831475068
"183",36.5328182283878,33.6250944098617,30.9082913541763,39.6142575129552
"184",34.8735466638907,35.4762730906044,19.1934248623778,33.8347744984129
"185",33.1593241705125,33.4509369619687,17.079587910207,35.5583752863462
"186",32.7585431547338,35.9838143401008,17.2751875151647,34.9229008390265
"187",34.3625942934999,36.4807564070637,20.5388921358848,33.8238139413479
"188",34.8043772219732,35.6026174414556,22.1717254555358,35.3069424039069
"189",34.9519028457911,34.1657002799307,31.6015325260566,37.0720663464967
"190",34.2410210133131,34.3534644685166,20.4580927940292,36.2350306582851
"191",35.4513305564152,34.8764949289453,21.1527083422207,35.9744228264856
"192",35.8864766840819,35.6378251154535,29.7626913394665,40.1373493095327
